customer_id,segment,price,units_sold,discount_percent,churned,month
CUST_0056,Mid,575.59,20,0.07,0,2025-12
CUST_0057,SMB,87.7,15,0.11,0,2025-01
CUST_0058,Mid,507.1,18,0.02,0,2025-02
CUST_0059,SMB,69.13,16,0.06,0,2025-02
CUST_0060,SMB,131.4,7,0.1,0,2025-11
CUST_0061,Enterprise,2406.43,44,0.13,0,2025-03
CUST_0062,Enterprise,1719.91,47,0.01,0,2025-08
CUST_0063,Enterprise,1232.97,75,0.12,0,2025-01
CUST_0064,Mid,585.79,16,0.0,0,2025-03
CUST_0065,SMB,94.58,12,0.0,0,2025-03
CUST_0066,Mid,606.52,16,0.0,0,2025-09
CUST_0067,SMB,106.49,11,0.08,0,2025-06
CUST_0068,SMB,109.92,8,0.0,0,2025-10
CUST_0069,SMB,68.37,19,0.0,0,2025-01
CUST_0070,Enterprise,2118.74,49,0.06,0,2025-06
CUST_0071,Mid,420.83,19,0.0,0,2025-10
CUST_0072,Mid,457.78,25,0.08,0,2025-03
CUST_0073,Mid,489.12,23,0.07,0,2025-06
CUST_0074,Enterprise,1799.39,57,0.1,0,2025-06
CUST_0075,Enterprise,1915.96,51,0.11,0,2025-01
CUST_0076,Mid,521.72,21,0.16,0,2025-07
CUST_0077,SMB,97.78,9,0.05,0,2025-10
CUST_0078,SMB,115.68,7,0.0,0,2025-04
CUST_0079,Enterprise,2170.88,58,0.19,0,2025-03
CUST_0080,Enterprise,1711.55,65,0.03,0,2025-02
CUST_0081,Mid,469.03,21,0.0,0,2025-11
CUST_0082,Mid,652.71,16,0.07,0,2025-01
CUST_0083,SMB,68.11,17,0.0,0,2025-05
CUST_0084,Mid,504.7,18,0.0,0,2025-01
CUST_0085,Enterprise,1315.7,72,0.13,0,2025-08
CUST_0086,SMB,130.83,6,0.0,0,2025-02
CUST_0087,Enterprise,3030.37,43,0.19,0,2025-07
CUST_0088,Mid,597.16,20,0.12,0,2025-06
CUST_0089,Mid,505.41,22,0.06,0,2025-02
CUST_0090,SMB,141.05,6,0.08,0,2025-07
CUST_0091,Mid,596.86,20,0.08,0,2025-04
CUST_0092,SMB,97.12,10,0.0,0,2025-11
CUST_0093,Mid,548.51,22,0.0,0,2025-08
CUST_0094,SMB,77.96,16,0.0,0,2025-11
CUST_0095,Mid,455.33,20,0.03,0,2025-01
CUST_0096,Mid,444.1,24,0.09,0,2025-10
CUST_0097,Mid,430.03,24,0.06,0,2025-01
CUST_0098,Mid,477.9,22,0.05,0,2025-10
CUST_0099,Mid,678.07,16,0.06,0,2025-11
CUST_0100,Mid,421.55,22,0.04,0,2025-09
CUST_0101,Mid,525.99,16,0.0,0,2025-09
CUST_0102,Mid,520.67,23,0.05,0,2025-06
CUST_0103,Mid,455.95,24,0.13,0,2025-10
CUST_0104,Mid,433.16,20,0.05,0,2025-09
CUST_0105,SMB,86.99,11,0.0,0,2025-07
CUST_0106,Enterprise,1568.0,65,0.11,0,2025-06
CUST_0107,Enterprise,2897.58,46,0.1,0,2025-10
CUST_0108,SMB,116.64,8,0.0,0,2025-03
CUST_0109,SMB,104.32,11,0.09,0,2025-11
CUST_0110,Enterprise,2382.1,41,0.14,0,2025-08
CUST_0111,SMB,120.13,8,0.0,0,2025-11
CUST_0112,SMB,77.41,16,0.06,0,2025-05
CUST_0113,Enterprise,2084.86,54,0.1,0,2025-08
CUST_0114,Enterprise,2790.07,48,0.14,0,2025-05
CUST_0115,Enterprise,2144.89,58,0.2,0,2025-08
CUST_0116,SMB,93.48,11,0.03,0,2025-01
CUST_0117,Mid,341.97,30,0.05,0,2025-08
CUST_0118,SMB,116.46,9,0.0,0,2025-03
CUST_0119,SMB,106.77,9,0.0,0,2025-04
CUST_0120,Enterprise,3135.35,47,0.14,0,2025-01
CUST_0121,SMB,130.2,6,0.02,0,2025-04
CUST_0122,SMB,116.58,9,0.0,0,2025-04
CUST_0123,Mid,586.96,20,0.12,0,2025-05
CUST_0124,Enterprise,2938.4,44,0.09,0,2025-07
CUST_0125,SMB,103.61,11,0.13,0,2025-12
CUST_0126,SMB,100.94,11,0.0,1,2025-03
CUST_0127,Mid,401.04,26,0.04,0,2025-05
CUST_0128,SMB,121.88,7,0.0,0,2025-10
CUST_0129,SMB,117.04,7,0.0,0,2025-02
CUST_0130,Enterprise,2314.07,48,0.08,0,2025-06
CUST_0131,SMB,50.0,27,0.0,0,2025-06
CUST_0132,SMB,113.92,7,0.0,0,2025-09
CUST_0133,SMB,84.02,12,0.0,0,2025-07
CUST_0134,SMB,103.17,10,0.0,0,2025-01
CUST_0135,SMB,151.4,6,0.0,0,2025-02
CUST_0136,SMB,50.0,28,0.0,0,2025-07
CUST_0137,Enterprise,1296.24,56,0.06,0,2025-12
CUST_0138,Enterprise,2876.14,48,0.09,0,2025-03
CUST_0139,SMB,101.97,10,0.0,0,2025-02
CUST_0140,Enterprise,1473.37,61,0.1,0,2025-04
CUST_0141,Enterprise,1862.1,49,0.05,0,2025-01
CUST_0142,SMB,94.86,12,0.0,0,2025-05
CUST_0143,SMB,85.91,10,0.0,0,2025-06
CUST_0144,Mid,560.6,19,0.1,0,2025-10
CUST_0145,Mid,597.18,17,0.05,1,2025-09
CUST_0146,Mid,634.6,16,0.0,0,2025-11
CUST_0147,SMB,122.06,8,0.06,0,2025-09
CUST_0148,SMB,126.24,8,0.1,0,2025-07
CUST_0149,SMB,91.52,12,0.0,0,2025-09
CUST_0150,SMB,81.67,15,0.06,0,2025-10
CUST_0151,SMB,107.43,8,0.0,0,2025-11
CUST_0152,SMB,124.15,9,0.0,0,2025-06
CUST_0153,SMB,64.9,16,0.0,0,2025-01
CUST_0154,SMB,102.9,10,0.0,0,2025-05
CUST_0155,SMB,79.08,15,0.0,0,2025-03
CUST_0156,Enterprise,2800.62,49,0.13,0,2025-02
CUST_0157,SMB,119.71,7,0.0,1,2025-08
CUST_0158,Mid,694.59,17,0.11,0,2025-06
CUST_0159,Enterprise,2133.53,50,0.14,0,2025-10
CUST_0160,Mid,512.21,18,0.0,0,2025-07
CUST_0161,SMB,99.21,10,0.03,0,2025-10
CUST_0162,Mid,502.98,22,0.0,0,2025-02
CUST_0163,Enterprise,1000.0,88,0.16,0,2025-04
CUST_0164,Mid,309.55,30,0.1,0,2025-10
CUST_0165,Enterprise,1452.95,56,0.0,0,2025-11
CUST_0166,Enterprise,1406.83,60,0.16,0,2025-05
CUST_0167,SMB,67.89,17,0.03,0,2025-04
CUST_0168,Mid,479.92,20,0.03,0,2025-02
CUST_0169,SMB,61.33,18,0.0,0,2025-05
CUST_0170,SMB,113.65,8,0.05,0,2025-11
CUST_0171,Enterprise,1925.41,50,0.07,0,2025-10
CUST_0172,SMB,111.95,8,0.0,0,2025-08
CUST_0173,SMB,128.41,6,0.0,0,2025-06
CUST_0174,Mid,547.14,16,0.0,0,2025-09
CUST_0175,SMB,110.13,7,0.0,0,2025-06
CUST_0176,SMB,119.5,9,0.0,1,2025-12
CUST_0177,SMB,118.15,9,0.0,0,2025-01
CUST_0178,Enterprise,2410.24,54,0.13,0,2025-11
CUST_0179,SMB,76.62,13,0.0,0,2025-10
CUST_0180,SMB,111.89,8,0.0,0,2025-02
CUST_0181,Enterprise,2014.37,55,0.16,0,2025-02
CUST_0182,Mid,504.64,23,0.12,0,2025-07
CUST_0183,Mid,490.47,23,0.06,0,2025-04
CUST_0184,SMB,103.73,9,0.02,0,2025-06
CUST_0185,SMB,90.4,12,0.01,1,2025-11
CUST_0186,Enterprise,1737.1,55,0.16,0,2025-07
CUST_0187,SMB,71.04,17,0.0,0,2025-04
CUST_0188,Enterprise,1748.97,59,0.06,0,2025-03
CUST_0189,Enterprise,1888.79,51,0.04,0,2025-06
CUST_0190,Mid,563.33,16,0.0,0,2025-06
CUST_0191,SMB,74.97,17,0.07,0,2025-09
CUST_0192,Enterprise,2558.65,50,0.14,0,2025-04
CUST_0193,SMB,87.0,13,0.05,1,2025-07
CUST_0194,SMB,73.17,18,0.0,0,2025-09
CUST_0195,SMB,73.47,14,0.06,0,2025-01
CUST_0196,SMB,139.31,5,0.0,0,2025-06
CUST_0197,SMB,115.72,7,0.02,0,2025-09
CUST_0198,Mid,495.23,20,0.05,0,2025-01
CUST_0199,Mid,412.37,24,0.05,0,2025-06
CUST_0200,SMB,98.28,11,0.05,1,2025-12
CUST_0201,SMB,127.99,7,0.05,0,2025-08
CUST_0202,Enterprise,1676.53,63,0.16,0,2025-07
CUST_0203,Mid,715.59,15,0.11,1,2025-12
CUST_0204,Mid,649.86,14,0.02,0,2025-10
CUST_0205,SMB,133.43,6,0.0,1,2025-12
CUST_0206,Mid,604.28,17,0.0,0,2025-09
CUST_0207,SMB,96.49,10,0.0,0,2025-07
CUST_0208,SMB,71.76,18,0.02,0,2025-04
CUST_0209,Mid,587.38,24,0.09,0,2025-09
CUST_0210,SMB,106.95,10,0.0,0,2025-02
CUST_0211,Mid,411.18,22,0.0,0,2025-01
CUST_0212,SMB,54.3,26,0.02,0,2025-12
CUST_0213,SMB,50.0,28,0.02,0,2025-08
CUST_0214,Mid,426.4,24,0.02,0,2025-09
CUST_0215,Enterprise,2403.65,51,0.04,0,2025-07
CUST_0216,SMB,85.84,11,0.0,0,2025-09
CUST_0217,SMB,112.98,7,0.0,0,2025-09
CUST_0218,Mid,552.07,15,0.08,0,2025-08
CUST_0219,Enterprise,2515.14,46,0.11,0,2025-02
CUST_0220,SMB,96.07,11,0.0,0,2025-11
CUST_0221,SMB,88.22,12,0.0,0,2025-08
CUST_0222,Mid,545.25,21,0.15,0,2025-04
CUST_0223,Mid,561.28,16,0.0,0,2025-06
CUST_0224,SMB,138.28,6,0.0,0,2025-10
CUST_0225,Enterprise,1775.54,57,0.1,0,2025-03
CUST_0226,Enterprise,2224.61,55,0.13,0,2025-12
CUST_0227,SMB,67.73,18,0.05,0,2025-11
CUST_0228,Enterprise,2103.1,44,0.02,0,2025-06
CUST_0229,Enterprise,1817.9,54,0.14,0,2025-07
CUST_0230,SMB,118.96,6,0.0,0,2025-05
CUST_0231,SMB,144.24,4,0.06,1,2025-11
CUST_0232,Mid,676.83,19,0.1,0,2025-03
CUST_0233,Mid,336.93,23,0.06,0,2025-02
CUST_0234,Mid,446.69,25,0.12,0,2025-05
CUST_0235,Enterprise,2052.1,48,0.1,0,2025-05
CUST_0236,SMB,94.39,11,0.05,0,2025-10
CUST_0237,Mid,401.04,24,0.1,0,2025-12
CUST_0238,SMB,95.51,12,0.09,0,2025-10
CUST_0239,SMB,97.12,11,0.04,0,2025-07
CUST_0240,Mid,272.31,46,0.18,0,2025-10
CUST_0241,SMB,114.79,8,0.0,0,2025-04
CUST_0242,SMB,130.19,7,0.0,0,2025-02
CUST_0243,Mid,475.52,20,0.0,0,2025-01
CUST_0244,SMB,88.28,15,0.06,0,2025-10
CUST_0245,SMB,89.06,11,0.01,0,2025-02
CUST_0246,SMB,86.18,13,0.08,0,2025-07
CUST_0247,SMB,107.8,10,0.06,0,2025-04
CUST_0248,SMB,94.53,10,0.0,0,2025-04
CUST_0249,SMB,109.87,9,0.05,0,2025-08
CUST_0250,Mid,439.81,23,0.0,0,2025-06
CUST_0251,SMB,70.01,17,0.0,0,2025-06
CUST_0252,Mid,511.34,20,0.0,0,2025-09
CUST_0253,Enterprise,1989.99,48,0.12,0,2025-06
CUST_0254,Enterprise,1858.91,59,0.1,0,2025-05
CUST_0255,SMB,116.27,8,0.0,0,2025-04
CUST_0256,Mid,600.19,14,0.01,0,2025-11
CUST_0257,SMB,126.2,7,0.0,0,2025-06
CUST_0258,Enterprise,1951.86,53,0.11,0,2025-10
CUST_0259,Mid,588.64,19,0.0,0,2025-06
CUST_0260,SMB,121.67,7,0.03,0,2025-03
CUST_0261,SMB,79.27,15,0.07,0,2025-09
CUST_0262,SMB,103.41,8,0.05,0,2025-06
CUST_0263,Enterprise,2143.46,53,0.09,0,2025-05
CUST_0264,SMB,119.96,7,0.03,0,2025-04
CUST_0265,SMB,105.67,9,0.0,0,2025-03
CUST_0266,SMB,74.35,16,0.0,0,2025-11
CUST_0267,Mid,350.41,27,0.09,0,2025-12
CUST_0268,SMB,94.79,10,0.02,1,2025-04
CUST_0269,Mid,426.7,22,0.01,0,2025-06
CUST_0270,SMB,89.85,11,0.0,0,2025-12
CUST_0271,SMB,91.88,11,0.0,0,2025-05
CUST_0272,Mid,395.35,23,0.06,0,2025-05
CUST_0273,Enterprise,1402.78,54,0.13,0,2025-05
CUST_0274,Enterprise,1618.88,53,0.1,0,2025-04
CUST_0275,SMB,121.83,8,0.03,0,2025-10
CUST_0276,Enterprise,2160.53,46,0.16,0,2025-01
CUST_0277,Enterprise,3078.65,44,0.07,0,2025-01
CUST_0278,SMB,105.99,9,0.0,0,2025-01
CUST_0279,SMB,115.86,8,0.06,1,2025-04
CUST_0280,Mid,509.42,17,0.0,0,2025-03
CUST_0281,Mid,454.86,23,0.03,0,2025-10
CUST_0282,SMB,85.84,12,0.05,0,2025-02
CUST_0283,Mid,478.87,21,0.04,0,2025-10
CUST_0284,Mid,557.43,24,0.12,0,2025-12
CUST_0285,SMB,83.42,14,0.01,0,2025-02
CUST_0286,Enterprise,1000.0,71,0.08,0,2025-01
CUST_0287,Mid,586.05,17,0.02,0,2025-05
CUST_0288,Enterprise,2141.29,59,0.12,0,2025-11
CUST_0289,SMB,83.43,16,0.05,0,2025-05
CUST_0290,Mid,530.02,20,0.02,0,2025-08
CUST_0291,SMB,129.56,7,0.0,1,2025-07
CUST_0292,Mid,643.52,18,0.07,0,2025-08
CUST_0293,SMB,95.82,10,0.0,0,2025-07
CUST_0294,Mid,558.86,20,0.0,0,2025-04
CUST_0295,SMB,84.3,13,0.03,0,2025-03
CUST_0296,Enterprise,2209.77,33,0.11,0,2025-04
CUST_0297,Mid,522.47,18,0.1,0,2025-05
CUST_0298,SMB,64.78,18,0.0,0,2025-01
CUST_0299,Mid,721.43,14,0.04,0,2025-04
CUST_0300,SMB,86.24,14,0.13,0,2025-12
CUST_0301,Enterprise,1590.9,58,0.1,0,2025-06
CUST_0302,SMB,90.94,13,0.0,0,2025-07
CUST_0303,Mid,436.17,24,0.0,0,2025-01
CUST_0304,SMB,117.64,9,0.06,0,2025-06
CUST_0305,Enterprise,2425.05,50,0.14,0,2025-11
CUST_0306,SMB,100.97,10,0.0,0,2025-03
CUST_0307,Enterprise,1766.98,56,0.02,0,2025-05
CUST_0308,Mid,446.73,23,0.03,0,2025-03
CUST_0309,SMB,118.0,8,0.04,0,2025-04
CUST_0310,Mid,390.21,26,0.04,0,2025-03
CUST_0311,SMB,78.61,13,0.0,0,2025-04
CUST_0312,SMB,114.28,7,0.01,0,2025-07
CUST_0313,SMB,115.74,7,0.0,0,2025-05
CUST_0314,SMB,102.76,9,0.0,0,2025-10
CUST_0315,Enterprise,2223.0,46,0.06,0,2025-05
CUST_0316,Mid,393.6,24,0.01,0,2025-04
CUST_0317,SMB,105.28,9,0.0,0,2025-12
CUST_0318,Mid,503.51,20,0.06,0,2025-06
CUST_0319,SMB,95.27,12,0.06,0,2025-10
CUST_0320,SMB,82.32,13,0.09,0,2025-08
CUST_0321,Mid,469.75,16,0.01,0,2025-10
CUST_0322,SMB,99.27,11,0.01,0,2025-05
CUST_0323,Mid,450.25,22,0.02,0,2025-01
CUST_0324,SMB,112.78,7,0.0,0,2025-01
CUST_0325,SMB,89.63,10,0.06,0,2025-05
CUST_0326,Enterprise,1481.27,52,0.11,0,2025-12
CUST_0327,Mid,405.66,21,0.0,0,2025-02
CUST_0328,SMB,110.71,9,0.05,0,2025-03
CUST_0329,SMB,150.87,5,0.01,0,2025-11
CUST_0330,SMB,93.56,12,0.0,0,2025-07
CUST_0331,SMB,81.55,13,0.06,0,2025-03
CUST_0332,Mid,536.35,20,0.08,0,2025-05
CUST_0333,Enterprise,1370.63,63,0.05,0,2025-08
CUST_0334,SMB,114.64,8,0.0,0,2025-05
CUST_0335,SMB,104.87,10,0.0,0,2025-02
CUST_0336,Mid,483.11,26,0.11,0,2025-05
CUST_0337,Enterprise,1761.5,55,0.13,1,2025-07
CUST_0338,SMB,86.49,12,0.04,0,2025-05
CUST_0339,SMB,120.57,8,0.0,0,2025-02
CUST_0340,Mid,566.75,16,0.03,0,2025-04
CUST_0341,SMB,95.23,10,0.0,1,2025-08
CUST_0342,Mid,641.17,16,0.04,0,2025-03
CUST_0343,Enterprise,2270.43,55,0.14,0,2025-09
CUST_0344,SMB,141.14,7,0.02,1,2025-09
CUST_0345,SMB,62.3,17,0.0,0,2025-09
CUST_0346,SMB,115.58,10,0.05,0,2025-07
CUST_0347,Mid,449.52,20,0.09,0,2025-05
CUST_0348,Mid,450.41,22,0.0,0,2025-09
CUST_0349,Mid,565.33,17,0.18,0,2025-09
CUST_0350,SMB,86.24,12,0.0,0,2025-06
CUST_0351,Mid,398.56,24,0.09,0,2025-03
CUST_0352,Mid,503.02,22,0.06,0,2025-01
CUST_0353,SMB,118.14,8,0.0,0,2025-10
CUST_0354,Enterprise,2103.02,40,0.09,0,2025-03
CUST_0355,SMB,149.69,6,0.0,1,2025-08
CUST_0356,SMB,102.42,8,0.0,0,2025-01
CUST_0357,SMB,89.83,12,0.0,0,2025-01
CUST_0358,SMB,88.36,9,0.01,0,2025-11
CUST_0359,SMB,115.16,7,0.0,0,2025-08
CUST_0360,Enterprise,1438.24,73,0.14,0,2025-10
CUST_0361,Enterprise,1758.47,65,0.11,0,2025-01
CUST_0362,SMB,117.94,7,0.0,0,2025-04
CUST_0363,Enterprise,1162.78,63,0.06,0,2025-10
CUST_0364,SMB,130.12,6,0.0,0,2025-06
CUST_0365,SMB,93.97,12,0.0,0,2025-03
CUST_0366,Mid,576.18,16,0.0,0,2025-10
CUST_0367,Enterprise,1714.93,65,0.13,0,2025-05
CUST_0368,Mid,485.92,22,0.14,0,2025-05
CUST_0369,Enterprise,1295.15,60,0.12,0,2025-09
CUST_0370,SMB,56.88,20,0.04,0,2025-09
CUST_0371,SMB,111.54,7,0.0,0,2025-05
CUST_0372,Enterprise,2022.13,48,0.05,1,2025-12
CUST_0373,SMB,108.73,10,0.07,0,2025-06
CUST_0374,SMB,102.22,10,0.0,0,2025-08
CUST_0375,Enterprise,1442.63,61,0.1,0,2025-11
CUST_0376,SMB,96.85,10,0.0,0,2025-05
CUST_0377,Enterprise,2348.48,53,0.08,0,2025-11
CUST_0378,Enterprise,2184.82,41,0.02,0,2025-04
CUST_0379,Enterprise,3316.46,37,0.01,0,2025-03
CUST_0380,SMB,86.47,11,0.0,1,2025-12
CUST_0381,SMB,103.42,10,0.06,0,2025-02
CUST_0382,SMB,76.34,16,0.01,0,2025-10
CUST_0383,SMB,86.12,13,0.02,0,2025-11
CUST_0384,Enterprise,2380.39,57,0.11,0,2025-05
CUST_0385,Mid,432.15,23,0.05,0,2025-06
CUST_0386,SMB,139.36,6,0.02,0,2025-06
CUST_0387,Mid,355.19,30,0.01,0,2025-11
CUST_0388,Enterprise,1637.37,55,0.17,0,2025-11
CUST_0389,SMB,110.42,9,0.03,0,2025-09
CUST_0390,SMB,101.79,8,0.0,0,2025-03
CUST_0391,SMB,146.66,6,0.01,0,2025-06
CUST_0392,Mid,475.86,27,0.12,0,2025-09
CUST_0393,SMB,119.06,8,0.03,0,2025-05
CUST_0394,SMB,110.32,8,0.01,0,2025-08
CUST_0395,SMB,80.8,15,0.05,0,2025-02
CUST_0396,SMB,62.88,20,0.0,0,2025-12
CUST_0397,Mid,339.24,27,0.01,0,2025-08
CUST_0398,SMB,81.2,14,0.0,0,2025-01
CUST_0399,Mid,459.35,20,0.0,0,2025-10
CUST_0400,Mid,558.36,18,0.02,0,2025-02
CUST_0401,Mid,547.64,21,0.08,0,2025-07
CUST_0402,Mid,775.97,12,0.0,0,2025-08
CUST_0403,Mid,437.38,26,0.05,0,2025-02
CUST_0404,SMB,79.34,14,0.02,0,2025-12
CUST_0405,SMB,73.08,15,0.0,0,2025-03
CUST_0406,SMB,117.49,8,0.0,0,2025-05
CUST_0407,SMB,101.57,8,0.0,0,2025-11
CUST_0408,Mid,541.05,19,0.05,0,2025-05
CUST_0409,SMB,99.93,10,0.0,0,2025-02
CUST_0410,Mid,469.13,22,0.04,0,2025-04
CUST_0411,Enterprise,2311.1,52,0.04,0,2025-07
CUST_0412,Mid,492.42,19,0.01,0,2025-02
CUST_0413,Mid,465.66,23,0.15,0,2025-09
CUST_0414,Enterprise,2077.16,59,0.11,0,2025-10
CUST_0415,SMB,69.49,16,0.0,0,2025-01
CUST_0416,Enterprise,1000.0,69,0.15,0,2025-10
CUST_0417,Mid,381.92,31,0.11,0,2025-10
CUST_0418,Enterprise,2359.09,48,0.06,0,2025-09
CUST_0419,SMB,119.62,5,0.0,0,2025-11
CUST_0420,Mid,525.56,21,0.1,0,2025-11
CUST_0421,Enterprise,1223.81,65,0.14,0,2025-09
CUST_0422,Enterprise,1801.24,67,0.07,0,2025-12
CUST_0423,SMB,110.74,8,0.0,0,2025-12
CUST_0424,Mid,435.0,20,0.0,0,2025-08
CUST_0425,Mid,658.05,13,0.0,0,2025-08
CUST_0426,Mid,374.24,27,0.01,0,2025-10
CUST_0427,SMB,78.22,14,0.0,0,2025-10
CUST_0428,Mid,558.46,17,0.04,0,2025-02
CUST_0429,Mid,482.98,22,0.0,0,2025-11
CUST_0430,Mid,518.18,20,0.0,0,2025-09
CUST_0431,SMB,68.04,22,0.02,0,2025-06
CUST_0432,SMB,72.74,18,0.0,0,2025-11
CUST_0433,Mid,491.51,18,0.0,0,2025-07
CUST_0434,Mid,583.09,20,0.07,0,2025-04
CUST_0435,SMB,74.99,17,0.03,0,2025-11
CUST_0436,SMB,90.96,9,0.0,0,2025-10
CUST_0437,Enterprise,1996.4,38,0.13,0,2025-04
CUST_0438,Mid,700.04,15,0.0,0,2025-04
CUST_0439,SMB,63.19,20,0.08,0,2025-06
CUST_0440,Enterprise,2373.04,55,0.02,0,2025-03
CUST_0441,SMB,96.36,11,0.01,0,2025-05
CUST_0442,SMB,96.96,12,0.0,0,2025-04
CUST_0443,SMB,82.8,12,0.0,0,2025-11
CUST_0444,SMB,101.73,10,0.0,0,2025-08
CUST_0445,Enterprise,1673.52,60,0.16,0,2025-05
CUST_0446,SMB,126.21,6,0.0,0,2025-09
CUST_0447,SMB,113.8,7,0.0,0,2025-03
CUST_0448,Enterprise,1488.4,57,0.16,0,2025-09
CUST_0449,Enterprise,1137.1,76,0.07,0,2025-09
CUST_0450,SMB,80.38,12,0.07,0,2025-11
CUST_0451,SMB,102.67,10,0.0,0,2025-01
CUST_0452,Mid,360.47,27,0.1,0,2025-06
CUST_0453,Mid,415.26,25,0.08,0,2025-07
CUST_0454,SMB,108.97,9,0.01,0,2025-09
CUST_0455,SMB,89.28,10,0.03,0,2025-03
CUST_0456,SMB,75.56,17,0.04,0,2025-01
CUST_0457,SMB,125.83,7,0.0,1,2025-11
CUST_0458,Enterprise,1889.87,56,0.1,0,2025-11
CUST_0459,Mid,530.64,16,0.14,0,2025-06
CUST_0460,SMB,126.99,7,0.01,0,2025-12
CUST_0461,SMB,107.53,8,0.04,0,2025-03
CUST_0462,Enterprise,2386.05,48,0.1,0,2025-08
CUST_0463,SMB,64.48,17,0.02,0,2025-01
CUST_0464,SMB,72.95,17,0.01,0,2025-01
CUST_0465,SMB,136.27,6,0.0,0,2025-04
CUST_0466,Enterprise,1918.34,59,0.14,0,2025-07
CUST_0467,SMB,91.73,10,0.01,0,2025-09
CUST_0468,SMB,80.86,14,0.02,0,2025-10
CUST_0469,SMB,130.27,6,0.0,0,2025-12
CUST_0470,SMB,134.03,8,0.02,0,2025-02
CUST_0471,SMB,104.15,8,0.0,1,2025-06
CUST_0472,SMB,103.54,10,0.09,0,2025-03
CUST_0473,Mid,618.99,15,0.1,0,2025-12
CUST_0474,SMB,118.52,8,0.11,0,2025-03
CUST_0475,Enterprise,2195.35,53,0.03,0,2025-01
CUST_0476,SMB,123.39,7,0.0,0,2025-10
CUST_0477,SMB,92.29,10,0.02,0,2025-09
CUST_0478,SMB,97.18,8,0.0,0,2025-10
CUST_0479,Enterprise,2131.93,54,0.02,0,2025-07
CUST_0480,SMB,120.72,8,0.02,1,2025-01
CUST_0481,SMB,81.68,13,0.0,0,2025-10
CUST_0482,Mid,428.42,26,0.0,0,2025-02
CUST_0483,Enterprise,1299.79,75,0.11,0,2025-08
CUST_0484,SMB,113.63,8,0.03,0,2025-09
CUST_0485,SMB,91.59,13,0.07,0,2025-08
CUST_0486,SMB,117.89,8,0.03,1,2025-02
CUST_0487,Mid,546.56,21,0.12,0,2025-11
